,Unnamed: 0,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,weight number,WeightClass
1466,1466,Quinton Jackson,37-12-0,Rampage,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,205,Lightheavyweight
1467,1467,Jeremy Jackson,9-5-0,Scorpion,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1982",0.71,0.27,2.03,0.25,1.52,0.4,0.58,0.0,170,Welterweight
1468,1468,Damon Jackson,NC),The Leech,"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988",2.2,0.36,3.05,0.43,1.22,0.2,0.35,2.9,145,Featherweight
1469,1469,Kenyon Jackson,4-3-0,,"6' 0""",185 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1470,1470,Mike Jackson,1-1-0,The Truth,"6' 2""",170 lbs.,--,Orthodox,"Mar 22, 1985",4.25,0.58,1.33,0.75,0.95,1.0,0.88,0.0,170,Welterweight
1471,1471,Jason Jackson,7-2-0,Jah-Son,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990",2.24,0.48,1.31,0.56,0.0,0.0,0.0,0.0,170,Welterweight
1472,1472,Montel Jackson,9-2-0,Quik,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",3.67,0.55,1.35,0.57,4.26,0.77,0.66,0.2,135,Bantamweight
1473,1473,Eric Jacob,1-9-0,,--,155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
1474,1474,Dustin Jacoby,13-5-0,The Hanyak,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",3.65,0.47,2.52,0.62,0.29,1.0,0.66,0.0,205,Lightheavyweight
1475,1475,Justin James,13-7-0,,"5' 10""",155 lbs.,--,Orthodox,"Nov 08, 1976",1.34,0.36,2.68,0.5,0.0,0.0,0.5,1.6,155,Lightweight
1476,1476,Nate James,14-8-1,,"6' 0""",185 lbs.,--,,"May 29, 1978",1.33,0.42,2.67,0.28,0.0,0.0,0.44,0.0,185,Middleweight
1477,1477,Virna Jandiroba,16-1-0,Carcara,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",1.22,0.45,1.52,0.57,4.57,0.5,0.6,3.3,115,Strawweight
1478,1478,Ryan Janes,10-3-0,,"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981",7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,185,Middleweight
1479,1479,Josh Janousek,8-1-0,,"5' 11""",185 lbs.,--,Orthodox,"Sep 25, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1480,1480,Dave Jansen,20-4-0,,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979",2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9,155,Lightweight
1481,1481,Jaime Jara,NC),El Cucui,"6' 1""",205 lbs.,--,Southpaw,"Aug 02, 1969",2.2,0.6,1.47,0.56,0.0,0.0,0.25,0.0,205,Lightheavyweight
1482,1482,Gigo Jara,6-9-0,The Little Animal,"5' 9""",145 lbs.,--,,--,2.26,0.57,2.71,0.51,0.0,0.0,0.66,0.0,145,Featherweight
1483,1483,Keith Jardine,17-11-2,The Dean of Mean,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,185,Middleweight
1484,1484,Brock Jardine,12-6-0,The Machine,"5' 11""",170 lbs.,--,Orthodox,"Jul 10, 1985",1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8,170,Welterweight
1486,1486,Rony Jason,NC),,"5' 7""",145 lbs.,"73""",Orthodox,"Mar 21, 1984",2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,145,Featherweight
1487,1487,Louis Jauregui,4-2-0,,"5' 7""",170 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
1488,1488,Justin Jaynes,16-5-0,The Guitar Hero,"5' 7""",155 lbs.,"68""",Orthodox,"Aug 10, 1989",4.6,0.43,7.34,0.59,0.0,0.0,0.5,1.2,155,Lightweight
1489,1489,Joanna Jedrzejczyk,16-4-0,,"5' 6""",115 lbs.,"65""",Orthodox,"Aug 18, 1987",6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1,115,Strawweight
1490,1490,Aaron Jeffery,6-2-0,,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 14, 1992",6.21,0.84,4.14,0.39,0.0,0.0,0.75,0.0,185,Middleweight
1491,1491,Trent Jenkins,0-4-0,,"6' 2""",185 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1492,1492,Bubba Jenkins,11-4-0,The Highlight Kid,"5' 7""",145 lbs.,--,,"Feb 05, 1988",2.41,0.37,1.58,0.67,7.23,0.68,1.0,0.0,145,Featherweight
1493,1493,Adrienna Jenkins,19-6-0,AJ,"5' 8""",145 lbs.,--,,"Jul 22, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
1494,1494,Steve Jennum,2-3-0,,"5' 10""",215 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,Heavyweight
1495,1495,Ryan Jensen,21-8-0,,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,185,Middleweight
1496,1496,Kyle Jensen,4-11-2,,"5' 9""",170 lbs.,--,Orthodox,"Jul 20, 1979",0.0,0.0,0.92,0.6,6.92,1.0,0.0,6.9,170,Welterweight
1497,1497,Chan-Mi Jeon,5-2-0,,"5' 5""",115 lbs.,--,Orthodox,"Aug 28, 1997",6.23,0.31,7.77,0.55,0.0,0.0,0.0,0.0,115,Strawweight
1498,1498,Maciej Jewtuszko,12-3-0,Irokez,"6' 0""",155 lbs.,--,Southpaw,"Jan 31, 1981",2.29,0.45,1.39,0.66,0.0,0.0,0.42,0.9,155,Lightweight
1499,1499,Ronald Jhun,24-26-2,The Machine Gun,"5' 11""",170 lbs.,--,Orthodox,"Sep 21, 1970",1.45,0.57,3.01,0.5,1.81,1.0,1.0,0.0,170,Welterweight
1500,1500,Gilbert Jimenez,NC),,--,155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
1501,1501,Art Jimmerson,0-1-0,,"6' 1""",196 lbs.,--,Orthodox,"Aug 04, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,Lightheavyweight
1502,1502,Ryan Jimmo,19-5-0,The Big Deal,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,205,Lightheavyweight
1503,1503,Sung Bin Jo,9-1-0,Korean Falcon,"6' 0""",145 lbs.,"72""",Orthodox,"Jul 17, 1992",1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0,145,Featherweight
1504,1504,Carls John De Tomas,6-2-0,,"5' 5""",125 lbs.,"71""",Southpaw,"Aug 28, 1996",1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,125,Flyweight
1505,1505,Phil Johns,30-14-1,,"5' 2""",170 lbs.,--,Southpaw,"Oct 22, 1968",1.2,0.66,1.8,0.5,0.0,0.0,0.5,0.0,170,Welterweight
1506,1506,Brett Johns,17-2-0,The Pikey,"5' 7""",135 lbs.,"71""",Orthodox,"Feb 21, 1992",2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,135,Bantamweight
1507,1507,Miles Johns,11-1-0,Chapo,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",3.33,0.48,2.42,0.68,1.21,0.3,0.87,0.0,135,Bantamweight
1508,1508,Anthony Johnson,22-6-0,Rumble,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,205,Lightheavyweight
1509,1509,DaMarques Johnson,15-15-0,Darkness,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,170,Welterweight
1511,1511,Travis Johnson,0-1-0,,--,205 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
1512,1512,Ricky Johnson,10-6-0,,"5' 8""",145 lbs.,--,Orthodox,--,1.83,0.25,6.3,0.36,0.0,0.0,0.0,0.0,145,Featherweight
1513,1513,Tony Johnson,7-2-0,,"6' 2""",205 lbs.,"76""",Orthodox,"May 02, 1983",4.0,0.92,3.67,0.22,0.0,0.0,0.9,0.0,205,Lightheavyweight
1514,1514,Lavar Johnson,18-10-0,Big,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,240,Heavyweight
1515,1515,Demetrious Johnson,27-3-1,Mighty Mouse,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,125,Flyweight
1516,1516,Michael Johnson,20-16-0,The Menace,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.23,0.38,3.85,0.58,0.51,0.45,0.79,0.1,155,Lightweight
1517,1517,Deshaun Johnson,6-9-0,,--,167 lbs.,--,,--,2.27,0.41,6.67,0.43,0.0,0.0,0.0,0.0,167,Welterweight
1518,1518,Kajan Johnson,23-13-1,Ragin',"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984",2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,155,Lightweight
1519,1519,Dashon Johnson,9-2-0,Flyboy,"5' 7""",145 lbs.,--,Orthodox,"Jan 25, 1988",1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,145,Featherweight
1520,1520,Timothy Johnson,12-4-0,,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,265,Heavyweight
1521,1521,Tony Johnson,11-3-0,,"6' 1""",265 lbs.,--,,--,2.0,0.53,4.73,0.31,2.0,0.22,0.0,0.0,265,Heavyweight
1522,1522,Jordan Johnson,10-0-0,,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988",3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,205,Lightheavyweight
1523,1523,Taylor Johnson,5-1-0,Tombstone,"6' 0""",185 lbs.,"74""",Switch,"Nov 09, 1990",5.09,0.6,1.13,0.33,8.49,1.0,1.0,0.0,185,Middleweight
1524,1524,Chad Johnson,6-2-0,Big Rigg,"6' 2""",230 lbs.,"80""",Orthodox,"Jul 22, 1986",5.92,0.68,7.8,0.4,0.0,0.0,0.0,0.0,230,Heavyweight
1525,1525,Jose Johnson,11-6-0,Lobo Solitario,"6' 0""",135 lbs.,"72""",Orthodox,"May 25, 1995",1.0,0.46,1.87,0.51,0.0,0.0,0.29,0.0,135,Bantamweight
1526,1526,Brian Johnston,5-5-0,,"6' 3""",230 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,Heavyweight
1527,1527,Liana Jojua,8-4-0,She Wolf,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",2.53,0.39,4.86,0.48,1.49,0.66,0.5,2.2,125,Flyweight
1528,1528,Daniel Jolly,5-3-0,The Werewolf of Texas,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984",1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,205,Lightheavyweight
1529,1529,Paul Jones,11-1-1,,"5' 9""",199 lbs.,--,Orthodox,"Jun 16, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,Lightheavyweight
1530,1530,Jon Jones,NC),Bones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,205,Lightheavyweight
1531,1531,Nathan Jones,0-1-0,,"6' 11""",345 lbs.,--,Orthodox,"Aug 21, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,Heavyweight
1532,1532,Marcus Jones,4-2-0,The Darkness,"6' 6""",265 lbs.,--,Orthodox,"Aug 15, 1973",1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,265,Heavyweight
1533,1533,Carlton Jones,1-4-0,,"6' 1""",225 lbs.,--,Orthodox,--,2.32,0.41,3.58,0.56,4.02,0.5,0.57,2.7,225,Heavyweight
1534,1534,Jesse Jones,2-1-0,,"5' 9""",170 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
1535,1535,Tito Jones,11-8-0,,"5' 8""",145 lbs.,--,Southpaw,"Jul 31, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
1536,1536,Roy Jones,7-5-0,,--,205 lbs.,--,,"Oct 26, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
1537,1537,Justin Jones,9-2-0,Black Dynamite,"5' 11""",185 lbs.,--,Orthodox,"Sep 06, 1987",1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,185,Middleweight
1538,1538,Ben Jones,NC),Blitzkrieg,--,185 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1539,1539,Victor Jones,1-3-0,,--,145 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
1540,1540,Chris Jones,10-5-0,Lionheart,"5' 9""",149 lbs.,--,,"Nov 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,Lightweight
1541,1541,Roshaun Jones,2-6-0,,"5' 8""",135 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,Bantamweight
1542,1542,Jamelle Jones,7-5-0,The Beast,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988",1.78,0.8,3.11,0.65,0.0,0.0,0.0,0.0,205,Lightheavyweight
1543,1543,Antonio Jones,6-1-0,Doomsday,"5' 11""",185 lbs.,--,Orthodox,"Apr 12, 1985",7.5,0.55,30.0,0.42,0.0,0.0,0.0,0.0,185,Middleweight
1544,1544,Trevin Jones,NC),5 Star,"5' 7""",140 lbs.,"70""",Southpaw,"Aug 04, 1990",3.72,0.52,9.45,0.29,2.15,0.5,0.0,0.0,140,Featherweight
1545,1545,Mason Jones,10-0-0,The Dragon,"5' 10""",155 lbs.,--,,"Apr 26, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
1546,1546,Jocelyn Jones-Lybarger,6-4-0,,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985",2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,115,Strawweight
1547,1547,Kevin Jordan,11-9-0,The Shaman,"6' 3""",245 lbs.,--,Orthodox,"Dec 31, 1970",2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,245,Heavyweight
1548,1548,Joe Jordan,49-14-2,,"5' 6""",155 lbs.,--,Orthodox,"Jul 27, 1978",1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,155,Lightweight
1549,1549,Shawn Jordan,19-8-0,The Savage,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984",2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,260,Heavyweight
1550,1550,Ivan Jorge,27-7-0,Batman,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,155,Lightweight
1551,1551,Scott Jorgensen,15-12-0,Young Guns,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982",3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,135,Bantamweight
1552,1552,Gareth Joseph,9-5-0,,--,205 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
1553,1553,Dwight Joseph,5-0-0,,"5' 6""",135 lbs.,--,Switch,"Aug 16, 1989",2.6,0.52,2.87,0.55,1.0,0.2,0.2,1.0,135,Bantamweight
1554,1554,Jeff Joslin,5-3-0,The Inferno,"6' 0""",170 lbs.,--,Orthodox,"Apr 30, 1975",2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,170,Welterweight
1555,1555,Krzysztof Jotko,22-4-0,,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",2.98,0.45,1.9,0.58,1.27,0.35,0.87,0.1,185,Middleweight
1556,1556,Alan Jouban,17-7-0,Brahma,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,170,Welterweight
1557,1557,Charles Jourdain,10-3-1,Air,"5' 9""",145 lbs.,"69""",Switch,"Nov 27, 1995",4.13,0.43,3.85,0.6,0.0,0.0,0.47,0.8,145,Featherweight
1558,1558,Mike Joy,11-8-0,,"5' 6""",155 lbs.,--,Southpaw,"Jul 18, 1985",0.57,0.33,1.71,0.47,0.78,0.33,0.0,2.3,155,Lightweight
1559,1559,Dustin Joynson,NC),,"6' 6""",244 lbs.,"78""",Orthodox,"Oct 14, 1985",3.28,0.53,5.63,0.47,0.0,0.0,0.0,0.0,244,Heavyweight
1560,1560,Tony Juarez,1-12-0,,--,155 lbs.,--,,--,0.89,0.25,10.34,0.38,4.43,1.0,0.66,0.0,155,Lightweight
1561,1561,Jesse Juarez,23-12-0,,"6' 1""",170 lbs.,--,Orthodox,"May 08, 1981",1.71,0.48,2.87,0.52,2.69,0.33,0.5,0.0,170,Welterweight
1562,1562,Steve Judson,0-2-0,,"5' 11""",230 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,Heavyweight
1563,1563,Luke Jumeau,13-5-0,The Jedi,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,170,Welterweight
1564,1564,Bu-Kyung Jung,0-4-0,,"5' 7""",154 lbs.,--,Orthodox,"May 26, 1978",0.63,0.36,1.85,0.56,1.1,0.75,0.0,1.5,154,Lightweight
1565,1565,Chan Sung Jung,16-6-0,The Korean Zombie,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",4.15,0.41,4.01,0.56,0.62,0.41,0.75,0.5,145,Featherweight
1566,1566,Young Sam Jung,4-8-0,,"5' 8""",139 lbs.,--,Orthodox,"Oct 27, 1985",0.53,0.09,2.79,0.63,0.0,0.0,0.0,2.0,139,Featherweight
1567,1567,Da-Un Jung,13-2-1,Sseda,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",5.06,0.43,5.38,0.55,0.0,0.0,0.83,0.5,205,Lightheavyweight
1568,1568,Scott Junk,NC),,"6' 1""",265 lbs.,--,Orthodox,"Dec 17, 1978",5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,265,Heavyweight
1569,1569,Myles Jury,17-4-0,Fury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,145,Featherweight
1570,1570,Cristiane Justino,NC),Cyborg,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985",7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,145,Featherweight
1571,1571,Patrick Kaase,1-2-0,Kamikaze,"5' 9""",185 lbs.,--,,--,4.4,0.67,0.53,0.5,0.0,0.0,0.5,0.0,185,Middleweight
1572,1572,Emily Kagan,3-3-0,,"5' 3""",115 lbs.,--,,"Jul 14, 1981",2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,115,Strawweight
1573,1573,Oron Kahlon,12-0-0,,"5' 8""",145 lbs.,--,,"Jan 03, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
1574,1574,Sirwan Kakai,12-5-0,Zohan,"5' 5""",135 lbs.,--,Orthodox,"Oct 03, 1989",3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,135,Bantamweight
1575,1575,Geza Kalman,4-9-0,,"6' 1""",200 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,Lightheavyweight
1576,1576,Bryson Kamaka,NC),,"5' 11""",170 lbs.,--,Orthodox,--,9.47,0.6,12.63,0.0,0.0,0.0,1.0,0.0,170,Welterweight
1577,1577,Kai Kamaka,8-3-0,The Fighting Hawaiian,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 05, 1995",6.58,0.6,6.74,0.49,3.68,0.75,0.37,0.6,145,Featherweight
1578,1578,Martin Kampmann,20-7-0,The Hitman,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,170,Welterweight
1579,1579,Bharat Kandare,5-3-0,Daring,"5' 7""",135 lbs.,"72""",Orthodox,"Jun 20, 1987",0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,135,Bantamweight
1580,1580,Hiromitsu Kanehara,19-27-5,,"5' 10""",200 lbs.,--,Orthodox,"Oct 05, 1970",0.76,0.22,4.39,0.4,0.0,0.0,0.4,0.4,200,Lightheavyweight
1581,1581,Masanori Kanehara,26-12-5,,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982",1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,135,Bantamweight
1582,1582,Ken Kaneko,0-3-0,,"6' 0""",161 lbs.,--,Orthodox,--,0.0,0.0,0.94,0.42,0.0,0.0,0.0,3.5,161,Welterweight
1583,1583,Denis Kang,NC),,"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977",2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,185,Middleweight
1584,1584,Kyung Ho Kang,NC),Mr. Perfect,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",2.52,0.44,2.43,0.58,2.53,0.59,0.71,1.1,135,Bantamweight
1585,1585,Manel Kape,15-4-0,Prodigio,"5' 6""",125 lbs.,--,,"Nov 14, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,Flyweight
1586,1586,David Kaplan,3-4-0,Diamond,"5' 7""",155 lbs.,--,Orthodox,"Nov 16, 1979",2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,155,Lightweight
1587,1587,Kai Kara-France,NC),Don't Blink,"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",5.16,0.39,4.0,0.66,0.56,0.23,0.9,0.0,125,Flyweight
1588,1588,Georgi Karakhanyan,26-7-1,Insane,"5' 8""",145 lbs.,--,,"May 29, 1985",4.49,0.39,5.0,0.54,1.41,0.5,0.33,1.9,145,Featherweight
1589,1589,Alex Karalexis,10-6-0,The Assassin,"5' 8""",155 lbs.,"66""",Orthodox,"Sep 20, 1977",2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,155,Lightweight
1590,1590,Impa Kasanganay,8-1-0,Tshilobo,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 17, 1994",5.36,0.49,3.52,0.6,1.44,0.83,0.63,0.0,185,Middleweight
1591,1591,Nadia Kassem,5-2-0,,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995",3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,125,Flyweight
1592,1592,Yusuke Kasuya,9-3-0,,"5' 7""",155 lbs.,--,Southpaw,"Nov 16, 1989",2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,155,Lightweight
1593,1593,Tetsuji Kato,20-10-0,,--,155 lbs.,--,Orthodox,--,1.2,0.29,2.1,0.7,2.0,0.57,0.8,0.5,155,Lightweight
1594,1594,Hisaki Kato,8-2-0,,"6' 0""",185 lbs.,--,,"Sep 17, 1982",2.8,0.48,1.72,0.68,1.62,1.0,0.0,0.0,185,Middleweight
1595,1595,Brad Katona,8-2-0,,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",3.33,0.51,2.98,0.57,1.25,0.22,0.47,0.0,135,Bantamweight
1596,1596,Calvin Kattar,22-4-0,,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",5.01,0.41,5.66,0.56,0.47,0.37,0.88,0.0,145,Featherweight
1597,1597,Sarah Kaufman,NC),,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,135,Bantamweight
1598,1598,Yusuke Kawaguchi,18-12-0,,"6' 0""",255 lbs.,--,,"Aug 14, 1980",2.87,0.47,3.93,0.5,0.0,0.0,0.72,0.0,255,Heavyweight
1599,1599,Canaan Kawaihae,NC),,"6' 0""",145 lbs.,--,Southpaw,"Aug 26, 1997",2.33,0.72,5.4,0.34,0.0,0.0,1.0,0.0,145,Featherweight
1600,1600,Tatsuya Kawajiri,36-11-2,Crusher,"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978",2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,145,Featherweight
1601,1601,Ryo Kawamura,18-9-4,,"5' 11""",205 lbs.,--,Orthodox,"Jun 29, 1981",0.6,0.16,3.93,0.39,0.0,0.0,0.06,0.0,205,Lightheavyweight
1603,1603,Julie Kedzie,16-13-0,,"5' 5""",135 lbs.,--,Orthodox,"Mar 18, 1981",2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,135,Bantamweight
1604,1604,Ryan Keenan,6-2-0,,"5' 10""",170 lbs.,--,,"Jun 15, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
1605,1605,CJ Keith,8-4-0,,"6' 0""",155 lbs.,--,Orthodox,"Aug 09, 1986",0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,155,Lightweight
1606,1606,Chris Kelades,9-3-0,The Greek Assassin,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,125,Flyweight
1607,1607,Brian Kelleher,22-11-0,Boom,"5' 6""",145 lbs.,"66""",Switch,"Aug 19, 1986",4.45,0.4,5.97,0.53,1.2,0.25,0.72,0.8,145,Featherweight
1608,1608,Mayana Kellem,7-1-0,,"5' 5""",135 lbs.,--,Orthodox,"Jul 07, 1981",1.94,0.22,2.9,0.62,0.0,0.0,0.0,0.0,135,Bantamweight
1609,1609,Tony Kelley,7-2-0,Primetime,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",4.57,0.47,4.77,0.43,0.0,0.0,0.5,2.0,135,Bantamweight
1610,1610,Paul Kelly,14-5-0,,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,155,Lightweight
1611,1611,John Kelly,5-4-0,,"5' 9""",170 lbs.,--,,"Aug 02, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
1612,1612,Daniel Kelly,13-4-0,,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,185,Middleweight
1613,1613,Tim Kennedy,18-6-0,,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,185,Middleweight
